id,ownerAgencyName,name,applications,projectStatus,businessValue,projectRisk,lifecycleCustom:plan,lifecycleCustom:phaseIn,lifecycleCustom:phaseOut,lifecycleCustom:endOfLife,lifecycleCustom:actualCompletion
e99cf434-2b9d-4734-8fb6-394cfa7d3e2c,Budget & Finance (Dept) / Administrative and Research Office,BUF - ARO - Network Infrastructure Refresh,,green,largeBusinessBenefit,moderateProjectRisk,2019-11-01,2020-06-01,,2020-07-31,
6d74710d-f527-4ccd-b7c5-10a0a033b32b,Budget & Finance (Dept) / Administrative and Research Office,BUF - ARO - Server Replacement,,green,largeBusinessBenefit,lowProjectRisk,2019-01-01,2019-05-01,,2019-07-01,
0c77a76a-0daf-473b-b20b-e7dfe9e3e171,Budget & Finance (Dept) / Administrative and Research Office,BUF - ARO - Workstation Replacement 2019,,yellow,largeBusinessBenefit,moderateProjectRisk,2019-01-01,2019-05-01,,2019-07-31,
29f8e995-e0bc-4fa4-80de-37a5743ad0eb,Budget & Finance (Dept) / Administrative and Research Office,BUF - ARO - Workstation Replacement 2020,,green,largeBusinessBenefit,lowProjectRisk,2020-01-01,2020-05-01,,2020-07-31,
78627b06-409c-469d-b848-7241a8c0061f,Budget & Finance (Dept) / Administrative and Research Office,BUF - ARO - Workstation Replacement 2021,,,largeBusinessBenefit,lowProjectRisk,2021-01-01,2021-05-04,,2021-07-30,
aa6b275d-d40d-48b5-8a8e-737adddc2f4f,Budget & Finance (Dept) / Administrative and Research Office,BUF - ARO - Workstation Replacement 2022,,,largeBusinessBenefit,lowProjectRisk,2022-01-03,2022-05-02,,2022-07-29,
d42f7b60-2a81-436e-9cfd-0b6600f54409,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",BUF - BPPM - Electronic Workflow Conversion,,,significantBusinessBenefit,moderateProjectRisk,,,,,
1daf5bf0-b47b-446a-8199-6fff5f2cfc00,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",BUF - OPD - Main Office Server Replacement,,,,,,,,,
ceea8e25-4958-43f0-b230-92454949a7df,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",BUF - OPD - Neighbor Island Server Replacement,,,,,,,,,
684dc51a-790b-4d05-a9f1-0a893e33326c,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",BUF - OPD - Phone System Upgrade,,,,,,,,,
fbd2c979-4ad9-4558-a9c7-126c41436613,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Accounting System Upgrade / Replacement,BUF - ERS - Accounting System (Cloud),,,moderateProjectRisk,,,,,
604f7922-0056-40ee-8f41-d17c335879ba,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Backfile Imaging - NF,,,,,,,,,
4145fb89-2157-4f82-9118-f45d79a32e5c,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Changing Pension System Unique Identifier,,,,,,,,,
c214584a-7ad0-4c43-8314-dfbfcd8a523c,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Database Licenses & Support,,,,,,,,,
49c4f772-f621-4699-84e3-9b862ef3cbea,Budget & Finance (Dept) / Employee Retirement System,"BUF - ERS - Desktops, Laptops & Notepads",,,,,,,,,
93a6de1e-0a79-4be9-ac77-351fdc5b70a7,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Document Management & CRM system - NF,,,,,,,,,
15bc7f39-8e73-4d75-9f63-a7a32c01eb2b,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - FY 2019 Acctg & Pension System Database Licenses & Support,,,,,,,,,
e8361925-de2c-44fe-acf1-651b623274c5,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - FY 2020 Acctg & Pension System Database Licenses & Support Copy,,,,,,,,,
3b682657-df19-4e15-9bc7-7d9a026ccf4b,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Internal Audit - NF,,,,,,,,,
a6b940f0-f1f1-4375-b9bb-66f08d18650e,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Investment Software - NF,,,,,,,,,
62a0eec6-e94e-4e08-b9e9-f25ae5a9f8d4,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Legislation ACT 17 - Pension System Interest Rate Change,,,,,,,,,
ec2807e9-e348-4473-b9a4-716241b040da,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - New Legislation Act 30 & 263 HIDRO (Hawaii Qualified Domestic Relations Order),,,,,,,,,
0c810763-dc8e-48f4-9862-787c0ebe55f3,Budget & Finance (Dept) / Employee Retirement System,"BUF - ERS - Other Software, Licenses & Renewals",,,,,,,,,
d63d8f02-e5b0-407c-b7f1-5eff3fd53576,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Pension System Licenses & Support,,,,,,,,,
c80a3b05-8c54-4549-baf9-8380ff1ecacb,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Pension System Licenses & Support FY21-25,,,,,,,,,
c7b47e69-a795-4bfb-9170-43e011cf61b5,Budget & Finance (Dept) / Employee Retirement System,"BUF - ERS - Pension, Acctg & Other Systems Equipment & Services",,,,,,,,,
7f9b21d2-a083-4117-b65f-ad27538ba78d,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - PIF Back File Import & Work Report Change,,,,lowProjectRisk,,,,,
c3d79293-9528-445d-9181-d74d667eece6,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Replacement of Current Telephone System with ACD System,,,,,,,,,
b643813d-f653-41eb-bf4a-9be61e27d248,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Security Upgrade 2018,,,,,,,,,
deaa30c1-b6b8-497d-9db1-7e6f8e068747,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Service Credit Purchases Legislation,,,,,,,,,
521fd7ea-bf53-4c8d-92a0-7ec2c06dce28,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Upgrade of Pension System,BUF - ERS Pension Administration System (Cloud),,largeBusinessBenefit,lowProjectRisk,,,,,
080a5ea5-fd46-474f-b817-70f0ed5cc38a,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Video Conferencing - NF,,,,,,,,,
dcfa33fb-b342-42ef-a462-2ff2ad343cb7,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Website,,,,,,,,,
da110498-9ab9-471a-b838-7794c0692df2,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Website Updates,,,,,,,,,
c7229f82-85de-4f69-b777-a8bcdaf9fdee,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS Cloud Subscriptions,,,,,,,,,
55a0c966-00a2-45c9-9590-2f469d51b558,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Cloud Hosting,BUF - EUTF - Health Benefits Administration System (BAS),,,,,,,,
213c3b97-bfcd-4aca-a225-01cb0408697d,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Cloud Hosting (FY20),BUF - EUTF - Health Benefits Administration System (BAS),,largeBusinessBenefit,lowProjectRisk,,,,,
3fd19bb5-49ca-4d7b-87f3-f15f5a587d55,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Complete security review of all desktops workstations,,,,,,,,,
5687df64-7b0a-4fee-9680-c210961ccf2f,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Computer equipment refresh,,,,,,,,,
0949478f-82dc-43a5-b1be-ffccad4a857c,Budget & Finance (Dept) / Employer-Union Health Trust Fund,"BUF - EUTF - Database system License, Maintenance, Upgrades",BUF - EUTF - Health Benefits Administration System (BAS),,largeBusinessBenefit,lowProjectRisk,,,,,
590932c5-9f19-409b-84cb-5761259ad725,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Disaster Recovery Hosting,,,,,,,,,
b07d4c8e-e187-4e9c-920f-4e7353f18837,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Health Benefits Administration System License & Maintenance,BUF - EUTF - Health Benefits Administration System (BAS),,largeBusinessBenefit,moderateProjectRisk,,,,,
24b91d60-e0d1-4600-b18a-f5c6f480510f,Budget & Finance (Dept) / Employer-Union Health Trust Fund,"BUF - EUTF - HIPAA Risk Assessment, network security review",,,,,,,,,
faefe52f-df2f-4909-a11a-7c8acba2e0df,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Miscellaneous Software Maintenance,BUF-EUTF-Office Suite,,,,,,,,
aaf9ff2e-839a-4e02-9694-e1eb93f70bf5,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Network equipment refresh,,,,,,,,,
07481600-ad00-495f-b4ef-7871849161b6,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - New Compliance Officer,,,significantBusinessBenefit,,,,,,
421eaf75-ed63-42d3-9838-4480a41eb51c,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Proof of concept testing of Health Benefits System in Cloud Environment,BUF - EUTF - Health Benefits Administration System (BAS),,,,,,,,
b9164924-dd14-45ef-b2a8-d7beb07352e7,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Replacement of Health Benefits Administration System,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),,significantBusinessBenefit,highProjectRisk,,,,,
6838107d-8472-45bf-b28d-b617a92e146f,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Data Cleansing and Related Consultant Services,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),,significantBusinessBenefit,highProjectRisk,2020-07-01,,,,
4b8368b2-bdab-419d-9e06-17dac972d679,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Initiate Feasibility Study of upgrade or replacement to EUTF's benefit administration system,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),,,,,,,,
f3ef80f9-d5c6-4d84-a9c9-7fa552400123,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - IV&V - Replacement of Health Benefits Administration System,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),,,,2019-11-01,2020-01-31,,,
a454eedf-7c5c-4c19-af06-b6a5b531c3c2,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Project Management Services for new Benefits Administration System project,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),,significantBusinessBenefit,highProjectRisk,,,,,
e4ed08b8-90f2-4c6f-86a9-a2159558f229,Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Telephone System Maintenance,,,,,,,,,
c1f0749a-00a6-4cc6-827f-6952a172fd9a,Budget & Finance (Dept) / Financial Administration Division,BUF - FAD - Treasury Application Upgrade,,yellow,,,,,,,
a61325ee-0b20-417b-8b22-21b335f49ddc,Budget & Finance (Dept) / Financial Administration Division,BUF - FAD - Treasury Investment Management System,,,largeBusinessBenefit,moderateProjectRisk,2020-07-01,2021-01-01,,,
f435912d-1093-4607-92b1-c5a66bdcffb4,Budget & Finance (Dept) / Office of the Public Defender,BUF - OPD - Case and Document Management System,BUF - OPD - Legal Case Management,,significantBusinessBenefit,moderateProjectRisk,,,,2020-06-30,
acc9faec-7fe3-498a-8af0-eeab064e2de9,Budget & Finance (Dept) / Office of the Public Defender,BUF - OPD - Workstation Replacement,,,,,,,,,
3dd85e40-0799-4dfc-a7ac-6d72aef99b3c,"Business, Economic Dev & Tourism (Dept) / Business Development & Support Division",BDSD - Website maintenance,,,,,,,,,
9c977164-9d64-4753-ac6e-5ffe0b16fe9d,"Business, Economic Dev & Tourism (Dept) / Business Development & Support Division",DIR - PC Replacement/Refresh - FY20 to FY21,,,,,,,,,
b8e62789-a9ee-4700-8a90-bc17fa47ff3d,"Business, Economic Dev & Tourism (Dept) / Business Development & Support Division",DIR-Infrastructure Maintenance - FY20 to FY21,,,,,,,,,
b7eb5fef-1a82-42d3-89b8-e4942147ba1e,"Business, Economic Dev & Tourism (Dept) / Business Development & Support Division",DIR-Server Maintenance - FY20 to FY21,,,,,,,,,
ba000c2b-5b1d-4bc7-961b-8cfbd3efe234,"Business, Economic Dev & Tourism (Dept) / Business Development & Support Division",EZFORMS - State Enterprise Zones Online Forms SOW4,,,,,,,,,
04d749bb-90c5-462f-a07d-428fb4551830,"Business, Economic Dev & Tourism (Dept) / Creative Industries Division","CID-Entrepreneurs Sandbox - and FTZ Coworking - Network, equipment, computers",,,,,,,,,
dfa7fc50-15d3-4e54-b5d5-395173eb874c,"Business, Economic Dev & Tourism (Dept) / Creative Industries Division",CID-ePermit System,,,,,,,,,
1ed24fa9-69f4-469e-8df2-512a88aec828,"Business, Economic Dev & Tourism (Dept) / Creative Industries Division",CID-Website Upgrade,,,,,,,,,
5c210d57-77fc-408c-8dac-976126d48538,"Business, Economic Dev & Tourism (Dept) / Foreign Trade Zone Division",FTZ Desktop PC Update,,,,,,,,,
39253374-50c8-4917-924f-c11745f45e4c,"Business, Economic Dev & Tourism (Dept) / Foreign Trade Zone Division",FTZ-Document Server Update,,,,,,,,,
727cdab1-b270-4df5-8d53-f2298978e77b,"Business, Economic Dev & Tourism (Dept) / Foreign Trade Zone Division",FTZ-HFTZIPS Server Upgrade,,,,,,,,,
a255ce2a-2429-4584-9bfd-53b7ae8a8cfc,"Business, Economic Dev & Tourism (Dept) / Foreign Trade Zone Division",FTZ-Network System Maintenance,,,,,,,,,
87c170ad-c5bd-4e45-98f2-9b98a5ae5581,"Business, Economic Dev & Tourism (Dept) / Foreign Trade Zone Division",FTZ-Warehouse Inventory Mgnt Software and Hardware,Hawaii Foreign-Trade Zone Information Processing System (HFTZIPS) Inventory Management System,,,,,,,,
ab7a0a06-1b94-456d-a68a-dd28c9ed5e55,"Business, Economic Dev & Tourism (Dept) / Hawaii Green Infrastructure Authority",FICS Commercial Loan Servicer,FICS Commercial Loan Servicer,,significantBusinessBenefit,lowProjectRisk,2020-03-11,2020-04-30,,,
9fe65066-393e-40f2-acc9-e089dc8b0486,"Business, Economic Dev & Tourism (Dept) / Hawaii Green Infrastructure Authority",HGIA-On-Line Portal,,,significantBusinessBenefit,moderateProjectRisk,2020-03-11,2020-04-30,2020-05-01,,
20cf4b82-96e9-4b2c-9bae-f114917d029e,"Business, Economic Dev & Tourism (Dept) / Hawaii Housing Finance & Development Corporation",HHFDC-VoIP Phone System Upgrade,,,,,,,,,
0b6e9688-1e64-4f8d-885f-0d53a93fc7c6,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",Energy Assurance Equipment/Supplies,,green,,,,,,,
f2fe4bb9-56fc-48fd-acb0-ccd15c0a53d8,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",EV Stations Hawaii,,green,,,,,,,2019-12-31
1ecee0c9-3c4e-4e94-b551-ca089e1eb73f,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office","HCEI site - CMS hosting, maintenance, support services",Hawaii Clean Energy Initiative Website,green,,,,,,,
ee000546-f8e9-44f8-90f0-46e9a89c4b18,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",HSEO HAVEN - Energy Model,HAVEN,green,,,,,,,
0578b292-7986-4110-92d0-007806a9c4e5,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",Renewable EnerGIS upgrades,,green,,,,,,,
c47d9486-8dc1-465b-ba50-f1fc260c00b6,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",Renewable Energy Permitting Wizard,Renewable Energy Permitting Wizard,green,,,,,,,
7f3e216c-7e39-43d3-bc22-a58389549727,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",Renewable Energy Permitting Wizard Hosting and Support Service,Renewable Energy Permitting Wizard,green,,,,,,,
33d5a9d2-5084-4128-828c-181ddfb7915f,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",Renewable Energy Projects Directory,Hawaii Renewable Energy Projects Directory,green,,,,,,,
c570c8b4-d80c-4cd5-bb58-ea0f9b27652c,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",Strategic Communications and Marketing Support Services,,,,,2020-08-25,,,,
df57991f-dadc-4288-9425-64e1120bc67f,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",Computer Upgrades & Replacement FY20,,,largeBusinessBenefit,moderateProjectRisk,,,,,
2aed45f3-a67e-4ac9-b267-1317f764d2ab,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",HTDC-Cube (MIC Replacement) network new infrastructure installation only,,,significantBusinessBenefit,moderateProjectRisk,2015-01-01,,,,
9a1fb04d-ce7f-4563-9cb5-add137019de6,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",HTDC_Hilo Multipurpose Processing Facility network infrastructure installation and maintenance,,,largeBusinessBenefit,highProjectRisk,2018-01-01,,,,
97055881-3ac1-45f4-900d-10b6af5b22b9,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",HTDC_Sandbox network infrastructure installation and maintenance,,,,,,,,,
23fc424d-cc3b-4380-b187-4b4609dad019,"Business, Economic Dev & Tourism (Dept) / Hawaii Technology Development Corporation",Website Hosting - techjobshawaii.org,,,,,,,,,
c137dafe-1fb0-414f-a655-59dbfed9668e,"Business, Economic Dev & Tourism (Dept) / Hawaii Tourism Authority",eCivis - Contract Management System,,yellow,,,,,,,
7722ad0e-570d-424d-8f48-ca80b477cbae,"Business, Economic Dev & Tourism (Dept) / Hawaii Tourism Authority",GoHawaii Website,,green,,,,,,,
109f81ce-e3c3-4e00-ab74-53451c39904d,"Business, Economic Dev & Tourism (Dept) / Hawaii Tourism Authority",hawaiitourismauthority.org Website,,green,,,,,,,
7e2f079e-fddc-499d-8acc-fb681c516d8a,"Business, Economic Dev & Tourism (Dept) / Hawaii Tourism Authority",WSHI Mobile App,,green,,,,,,,
d275d084-addf-41ce-85a1-504cd90b3005,"Business, Economic Dev & Tourism (Dept) / Land Use Commission",LUC-Digitization Project,,,,,,,,,
f7447b0c-d243-4356-b185-daaf07e21169,"Business, Economic Dev & Tourism (Dept) / Office of Planning",ArcGIS Enterprise Jump Start Services,geoportal.hawaii.gov,,,,,,,,
32b16951-d291-4372-989a-b420cb835e21,"Business, Economic Dev & Tourism (Dept) / Office of Planning",Computer replacement - FY 19-20,,,,,,,,,
fd2b65cb-8d4c-4d97-8a3a-6c34756c36b7,"Business, Economic Dev & Tourism (Dept) / Office of Planning",Computer Replacement - FY 20-21,,,,,,,,,
2be79f7d-2a99-4456-8600-8fa6e91232f7,"Business, Economic Dev & Tourism (Dept) / Office of Planning","GIS Technical Consulting Services - FY 19-20, FY 20-21",,,,,,,,,
25092dd4-2f94-4788-b7d1-fc3303123e1a,"Business, Economic Dev & Tourism (Dept) / Office of Planning",OP Fiscal Management Database Modifications,MS Access Fiscal Management Database,,,,,,,,
2018eda0-f1ca-4f32-9645-a4c051ab48cb,"Business, Economic Dev & Tourism (Dept) / Office of Planning",Plotter replacement,,,,,,,,,
5d62753b-a15c-4dd2-bedd-6648bebd0900,"Business, Economic Dev & Tourism (Dept) / Research and Economic Analysis Division",READ-Websites,,,,,,,,,
7c2dd879-4bed-4ed5-8860-c0438a2608cb,"Business, Economic Dev & Tourism (Dept) / Small Business Regulatory Review Board",SBRRB Website,,,,,,,,,
f38e18ed-32ca-4917-85fe-de64b935acad,Commerce & Consumer Affairs (Dept),Access Control,,,,,,,,,
d6247fba-21c2-4fb8-ba73-396f97a12a90,Commerce & Consumer Affairs (Dept),ACH Processes and Credit Card Acceptance,DCCA - Salesforce Payment System,,,,,,,,
6fce90c2-bab8-4ba9-9824-f816ac6f7a9e,Commerce & Consumer Affairs (Dept),DCCA Firewall and other Network Security,,,,,,2020-07-01,,,
9591be6b-9241-49d5-9d2e-664daec839e9,Commerce & Consumer Affairs (Dept) / Business Registration Division,BREG Document Management System (Open Text),,,,,,,,,
99164164-929c-4678-9b4c-8628ee2a4947,Commerce & Consumer Affairs (Dept) / Business Registration Division,BREG – Securities IT solution,,,,,,,,,
c13c9f3e-03a9-4bec-a97b-deab14a786e0,Commerce & Consumer Affairs (Dept) / Business Registration Division,BRIMS Replacement,BREG - Business Registration Information and Management System (BRIMS);BREG - Records Document Processing and Management System (RDPMS),,significantBusinessBenefit,highProjectRisk,,,,,
f50d526e-a3a6-4329-a66f-6054bab849b4,Commerce & Consumer Affairs (Dept) / Business Registration Division,BRIMS Replacement Analysis and Definition,,green,largeBusinessBenefit,moderateProjectRisk,,,,,
32c7c92d-91ae-4306-b3db-f12d14198593,Commerce & Consumer Affairs (Dept) / Cable Television Division,INET Request On?line Coordination,,,,,,,,,
3c6f1bf6-52b0-4fe4-8edc-2297153d33c0,Commerce & Consumer Affairs (Dept) / Division of Consumer Advocacy (DCA),Online Survey System,,,,,,,,,
d10ec469-4889-4a86-8cb7-d6232ee3f784,Commerce & Consumer Affairs (Dept) / Division of Consumer Advocacy (DCA),Replacement DMS,,,,,,,,,
5de0a93c-eb8e-4336-b3d5-9ae2602238d6,Commerce & Consumer Affairs (Dept) / Financial Institutions,Examination Tools Suite Deployment (FDIC provided),,,,,,,,,
1f9c560d-2e20-4cc7-82c6-313a1a842b10,Commerce & Consumer Affairs (Dept) / Financial Institutions,FIMS Replacement (Micropact),,,,,,,,,
a014e7ee-60ad-43c6-a7f0-d3bcd262449c,Commerce & Consumer Affairs (Dept) / Insurance Division,HIDS Replacement,,,,,,,,,
27acd059-e392-46eb-bcf2-840faf0af7ea,Commerce & Consumer Affairs (Dept) / Insurance Division,Legacy Oracle Lift & Shift,,,,,,,,,
d1ecdd71-6bf0-4261-9bdb-f8c69cd8491d,Commerce & Consumer Affairs (Dept) / ISCO,1H18 PC Replacements,,,,,,,,,
73d0c6e7-3c2d-48b5-8aad-1182500f87ff,Commerce & Consumer Affairs (Dept) / ISCO,2H18 PC Replacements,,,,,,,,,
fa9d16cd-e07d-40c6-bdd4-167627c734b9,Commerce & Consumer Affairs (Dept) / ISCO,"Adoption of ""Greener"" Technologies",,,,,,,,,
e7fac4d7-1038-4e62-82a4-a434fa3a7c44,Commerce & Consumer Affairs (Dept) / ISCO,CRM Solution - Selection Phase,,,,,,,,,
0c547984-6c87-4248-be0a-f9f3417b7378,Commerce & Consumer Affairs (Dept) / ISCO,DCCA FY21 Servers and Printers Refresh,,,,,,2020-07-01,,,
241ca5e2-f5e6-4f8e-954f-36bfe7a26acd,Commerce & Consumer Affairs (Dept) / ISCO,DCCA Website Re?Design,,,,,,,,,
84a75f3f-7caf-4cc7-93c3-7e84edad86eb,Commerce & Consumer Affairs (Dept) / ISCO,Foundational - Document Management System,,,,,,,,,
c9db55e1-95fb-4cc1-9b36-ecaa88077215,Commerce & Consumer Affairs (Dept) / ISCO,FY18 Q3-Q4 PC Replacements,,,,,,,,,
17e43b66-a5df-4c5a-a9ab-00143c316481,Commerce & Consumer Affairs (Dept) / ISCO,FY19 Maintenance & Support Renewals,,,,,,,,,
300b5b9e-d5c2-4429-97c4-eeba1e4d79f2,Commerce & Consumer Affairs (Dept) / ISCO,FY19 Network Refresh,,,,,,,,,
469b7138-3ed8-40c6-b793-4c9d83b7160b,Commerce & Consumer Affairs (Dept) / ISCO,FY19 PC Replacements,,,,,,,,,
557b0217-a8dc-4635-ad2c-df35606c882f,Commerce & Consumer Affairs (Dept) / ISCO,FY19 Printer Refresh,,,,,,,,,
2aa20032-c0e1-4199-8b5b-30d4f30566ab,Commerce & Consumer Affairs (Dept) / ISCO,FY19 Server Refresh,,,,,,,,,
38fc6fc6-b508-4df3-bef0-fa119f336452,Commerce & Consumer Affairs (Dept) / ISCO,FY19 Service Subscription Renewals,,,,,,,,,
4433b6c8-53f5-42e4-9340-3c2b2c195c5e,Commerce & Consumer Affairs (Dept) / ISCO,FY19 Storage Refresh,,,,,,,,,
5e6d5e0d-4c12-419b-aa6d-5b5a333e9ceb,Commerce & Consumer Affairs (Dept) / ISCO,Improve Connectivity w/Neighbor Island Offices (Phase I),,,,,,,,,
0b41e290-37dc-4c9c-96dd-ae02eb164e5d,Commerce & Consumer Affairs (Dept) / ISCO,Improvements to Disaster Recovery Infrastructure,,,,,,,,,
2756b8cb-0a1d-43c7-a2ef-ce6bd2abe460,Commerce & Consumer Affairs (Dept) / ISCO,Increased Sharing of Data,,,,,,,,,
cfdd9b0f-ba58-41a1-9785-1b9bf7550443,Commerce & Consumer Affairs (Dept) / ISCO,Inline Data Encryption & Tokenization,,,,,,,,,
94b1aba1-5406-4379-8257-dc28093e5357,Commerce & Consumer Affairs (Dept) / ISCO,Install Next-Gen Endpoint protection,,,,,,,,,
c25c1d64-cb95-44b3-a826-8dd383d09926,Commerce & Consumer Affairs (Dept) / ISCO,integration Platform as a Service (iPaaS),,,,,,,,,
aea3ef5d-507a-46a1-8b48-8b899f7e2560,Commerce & Consumer Affairs (Dept) / ISCO,Migration of custom Lotus Notes Applications,,,,,,,,,
8853c485-f800-4ad5-ad3d-619864f9ff4e,Commerce & Consumer Affairs (Dept) / ISCO,Migration of legacy core applications to P770 Platform,,,,,,,,,
5af60b35-14f9-4e87-a2d5-10dd1e10cbca,Commerce & Consumer Affairs (Dept) / ISCO,Request for Additional Ceiling for Annual Maint. Costs,,,,,,,,,
f0f74dfb-f78f-4908-b038-72ec0b8c0b31,Commerce & Consumer Affairs (Dept) / ISCO,Setup Hybrid Data Center @ UHM,,,,,,,,,
0c555b11-c84b-49f1-8b17-d31f1a32471a,Commerce & Consumer Affairs (Dept) / ISCO,Upgrade Data/Network Security and services,,,,,,,,,
4fcf1ae6-698c-40ba-b29d-84c9fb1b8791,Commerce & Consumer Affairs (Dept) / Office of Administrative Hearings (OAH),Electronic Hearings Documents Exchange System,,,,,,,,,
8f32a584-ec46-4d43-acab-75c021b9eac5,Commerce & Consumer Affairs (Dept) / Office of Consumer Protection,e-Discovery,,,,,,,,,
54e94295-8592-49ed-a57f-b04f0604e280,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,ALIAS Replacement,PVL - ALIAS Salesforce Replacement,,significantBusinessBenefit,moderateProjectRisk,,,,,
dfe32c38-7947-422a-82dc-9482fb21090d,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,Online Renewal Status Service,,,,,,,,,
f47deab1-8a8f-4b46-baca-9e052e1926c3,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,"Online Service Improvements, Including License Verification",,,,,,,,,
f74b976d-81a2-4435-b6ff-708599d285dd,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,VoIP Call Center Pilot Project,,,,,,,,,
5285068e-dc57-4677-92b5-c3c0b232f31b,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),Document Management System Release RFP Award,,,,,,,,,
26cbea43-05b9-4a4c-a0e9-7f1b07e25076,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),LAN Files Servers - on prem,,,,,,,,,
2d677cef-5128-42af-a7bc-ae75788a4533,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - DMS Replacement,PUC-Case & Document Management System TBD,,,,,,,,
2225719d-c143-4477-983f-5e4fdf6540d3,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - Document Management System (DMS) RFP to Replace/Enhance,PUC-Case & Document Management System TBD,,,,,,,,
61de58a7-fa35-441f-a5c7-b4027ac176e8,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - Document Management System Maintenance 2014-19,PUC-DMS,,,,,,,,
06f1c7d0-9668-43d5-8fbe-f7df74a7944e,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - Document Management System Maintenance 2019-24,PUC-DMS,,,,,,,,
9c96e12e-9d27-46dc-b29e-0cf16dad86e7,Commerce & Consumer Affairs (Dept) / Public Utilities Commission (PUC),PUC - Document Management System RFP for Feasibility Study,,,,,,,,,
