id,name,ownerAgencyName,successors,leadingBusinessCapability,businessCriticality,functionalFit,technicalFit,lifecycle:plan,lifecycle:active,lifecycle:endOfLife,timeTag,hostingTypeTag,majorInformationSystemsTag
1f7b7f12-db43-45bc-b896-da43ea54adeb,KEIKI Child Support Enforcement,Attorney General (Dept) / Child Support Enforcement Agency,KEIKI Modernization,Department Budget Areas / Social Services / Child Welfare - Case Management,missionCritical,insufficient,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,Major Information Systems
f451ca80-7906-4e1e-8157-c35756cb3d78,DOH Elderly care Information System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Health Related Quality Assurance and Control,businessOperational,adequate,adequate,,2017-06-23,,Invest,,
7158b0eb-750a-474f-88c1-aa63c7ccf877,Case Service/Client Demographic System,Human Services (Dept) / Division of Vocational Rehabilitation,Vocational Rehabilitation,Department Budget Areas / Social Services / HS - Case Management,businessOperational,insufficient,insufficient,,,2013-01-01,Migrate,@On Premise,
66eff7da-e747-404f-a8f9-5e7fe1b7cd48,CPSS Payment System,Human Services (Dept) / Social Services Division,,Department Budget Areas / Social Services / HS - Benefit Delivery,missionCritical,adequate,insufficient,,1995-01-01,,Migrate,@On Premise,
dc31fb75-bf55-4d50-b5bd-53c0014fee85,Cross Match of DHS & UI Wage & Employment Data,Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Income Verification,businessCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
b41b7845-a617-4677-a1d1-c38145d2c484,DSSA Financial and Accounting System (KBF),Human Services (Dept) / Director's Office,,Government Wide Support / Financial Management / Accounting,businessCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
d88f7519-d51f-4ded-bb56-2fd5443f6f86,DSSH/UI Interface,Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Income Verification,businessCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
2165b85b-8724-41f4-a154-4455f000dc33,Benefits Portal,Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Application Intake,missionCritical,adequate,insufficient,,2013-10-01,,Migrate,Co-Located,
8d895604-4464-48f1-9a06-c282b8b072a9,Business Rules (OPA),Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Eligibility Determination,missionCritical,excellent,adequate,,2013-10-01,,Invest,Co-Located,
5ac4ecd1-1b61-40e0-bc23-6eb010147e35,BUF - ARO - SMART Budget to Actuals,Budget & Finance (Dept) / Administrative and Research Office,,Government Wide Support / Financial Management / Budgeting,businessOperational,adequate,adequate,,2019-01-01,,Invest,Co-Located,
75ac0d8f-0570-4f9c-af3f-5c9a2544bcfe,Cost Accounting System (CAS),Labor and Industrial Relations (Dept) / Administrative Services Office (ASO),,Government Wide Support / Financial Management / Accounting,businessCritical,adequate,adequate,,,,Invest,Co-Located,
e48cbabb-7a58-46d8-b07e-6aed0476836f,License Resource File System,Human Services (Dept) / Social Services Division,,Department Budget Areas / Social Services / Child Welfare - Case Management,businessOperational,adequate,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,
1633d839-a56f-4388-a2df-f35746602bc7,Office365,Enterprise Technology Services / Technology Support Services Branch,,Government Wide Support / Information Technology / Enterprise Applications,businessCritical,excellent,excellent,,2019-01-01,,Invest,SaaS,Major Information Systems
780d79e8-4d24-4939-b93e-de12013187df,Unemployment Insurance Benefits System (UIB),Labor and Industrial Relations (Dept) / Unemployment Insurance Division,Unemployment Insurance Consortium System (UICS),Department Budget Areas / Employment / Employment - Case Management,missionCritical,insufficient,poor,,1990-01-01,2023-01-01,Migrate,@On Premise,Major Information Systems
ae7e6a48-65ae-4fa4-85a0-b3e0cab9b96a,VTC - Video Teleconferencing,Defense (Dept) / Hawaii Emergency Management Agency,,Government Wide Support / Information Technology / Enterprise Applications,missionCritical,adequate,insufficient,,2007-01-01,,Migrate,@On Premise,
52156b28-0153-4b37-833d-f49a133ff511,BUF - OPD - Legal Case Management,Budget & Finance (Dept) / Office of the Public Defender,,Government Wide Support / Information Technology / Case Management,missionCritical,insufficient,insufficient,,2002-12-01,,Migrate,SaaS,
148cddc6-6fe1-4c58-a99f-71c78f0eb862,ProLaw,Attorney General (Dept) / Legal Services,,Government Wide Support / Information Technology / Case Management,missionCritical,adequate,adequate,,,,Invest,,
45801f21-7569-42ff-988e-f71928d6e821,Unemployment Insurance Consortium System (UICS),Labor and Industrial Relations (Dept) / Unemployment Insurance Division,,Department Budget Areas / Employment / Employment - Case Management,missionCritical,excellent,excellent,2019-01-01,2022-01-03,,Invest,,
f6be24c2-4f69-43a1-af40-58662a2e4a62,eCMS,Labor and Industrial Relations (Dept) / Disability Compensation Division,,Department Budget Areas / Employment / Employment - Case Management,missionCritical,excellent,excellent,,,,Invest,PaaS,Major Information Systems
c234e0f2-d518-42a8-b572-e9a1a25385ea,HCJDC - 2015 Symposium Conference website,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Customer/Citizen Relationships / Self Service,administrativeService,poor,adequate,,2015-08-24,2016-01-01,Tolerate,IaaS,
f3b31602-e6f1-4103-9878-0ba1acf5528c,PVL - Initial Licensing,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2016-04-25,,Invest,Co-Located,
12847e36-9265-4d57-af72-ea8d613bbbb5,Online Charity Registry and payment,Attorney General (Dept) / Tax & Charities Division,,Customer/Citizen Relationships / Self Service,,,excellent,,2009-03-22,,missing data,IaaS,
684f40d3-9cda-48f3-bb61-de47163715bf,BREG - SEB - Case Management Salesforce,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Government Wide Support / Information Technology / Case Management,businessCritical,adequate,excellent,,2019-01-15,,Invest,PaaS,
9cdf6658-9074-4057-b369-6f543b7a6aa5,PVL - MyPVL Dashboard,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2013-11-04,,Invest,Co-Located,
0e731ec0-e310-4312-ae1d-3ccc576a1c1c,DCCA - Salesforce Payment System,Commerce & Consumer Affairs (Dept) / Director's Office,,Government Wide Support / Financial Management / Payment Processing,missionCritical,adequate,excellent,,2019-01-14,,Invest,PaaS,
0e150013-b878-49d2-b829-503a92e238d1,BUF - ERS - Accounting System,Budget & Finance (Dept) / Employee Retirement System,BUF - ERS - Accounting System (Cloud),Government Wide Support / Financial Management / Accounting,missionCritical,adequate,adequate,,,,Invest,@On Premise,
55ed8e31-4c54-403a-b0a2-9f598740d925,BREG - Bulk Business Registration Data,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,insufficient,,2001-12-31,,Migrate,Co-Located,
500e3114-bf5a-424f-a26a-5cb72a77755d,Campaign Spending Commission NonCandidate Import System,Accounting & General Services (Dept) / Campaign Spending Commission,,Government Wide Support / Policy Development,businessCritical,adequate,adequate,,,,Invest,,
8cebc528-a8e8-49f7-bfbc-f8eb9005982f,INS - Continuing Education Information Submission,Commerce & Consumer Affairs (Dept) / Insurance Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,poor,,2003-12-31,,Migrate,Co-Located,
d5a7beb3-da51-4243-8060-5bc55672bed7,BREG - Purchase Business Registration Document,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,Co-Located,
3240fc4f-b7bf-4fff-9df1-50cd25f6652f,OpenGov Open Data Portal (data.hawaii.gov),Enterprise Technology Services / Technology Support Services Branch,,Customer/Citizen Relationships / Self Service,businessCritical,excellent,excellent,,2020-01-01,,Invest,SaaS,
8a6594ca-42aa-4875-b3d5-db84bb863cae,Archives - Jira,Accounting & General Services (Dept) / Archives Division,,,businessOperational,adequate,insufficient,,2020-01-01,,Migrate,PaaS,
d9c888b2-c00a-47ed-9566-2d25c6270db5,Azure Active Directory,Enterprise Technology Services / Technology Support Services Branch,,Government Wide Support / Information Technology / Security,missionCritical,excellent,excellent,,2019-01-01,,Invest,SaaS,Enterprise
9771f001-6d72-4f8e-a286-7389f8d44f7f,BREG -  Search For Businesses & Buy Documents (Search & Buy),Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2014-02-28,,Invest,Co-Located,
b87f54ff-b270-40b4-a49d-1535cad05b6a,Adobe eSign,Enterprise Technology Services / Technology Support Services Branch,,Government Wide Support / Information Technology / Security,missionCritical,adequate,excellent,,2019-01-01,,Invest,SaaS,
2b8fd017-a047-434c-9854-856d52c51de6,PSD Time & Attendance,Public Safety (Dept) / Corrections Division,,Department Budget Areas / Public Safety,businessCritical,insufficient,adequate,,1990-01-01,,Tolerate,@On Premise,
84972bac-56ea-49d8-98b9-a945f87eae33,Project Accounting,Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Accounting,businessOperational,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
36f54ba0-284b-49e1-81a3-24fc4bfd8d72,Time Accounting and Billing System,Enterprise Technology Services / Systems Services Branch,HiMod Time and Leave Management,Government Wide Support / Financial Management / Accounting,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
c60abf2d-bb1a-4e67-9596-e6ca058c800b,BREG - Entity List Builder,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2002-09-01,,Invest,Co-Located,
94dbdba8-c6be-40a2-bca0-e1bf9a79481b,Homeland Security Grants Management,Defense (Dept) / State Office of Homeland Security,,,missionCritical,adequate,excellent,,2007-01-01,,Invest,Co-Located,
7f78b7f0-1399-4fc2-8392-b251858b9622,BREG - Mobile Business Suite,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,insufficient,,2013-07-11,2020-05-14,Migrate,Co-Located,
9380c997-bf27-445c-b277-d2f4f793675f,BREG - Purchase a Certificate of Good Standing,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,,,Invest,Co-Located,
e053bb0a-0704-42ad-9991-e3c81d548a16,Dropbox.com,Enterprise Technology Services / Technology Support Services Branch,,Government Wide Support / Information Technology / Security,businessOperational,adequate,adequate,,2018-04-12,,Invest,SaaS,
de7e2254-8764-428c-bfcb-80c3fcd8b799,Unemployment Insurance Quarterly Wage Reporting System (QWRS),Labor and Industrial Relations (Dept) / Unemployment Insurance Division,,Department Budget Areas / Employment / Employer Collections,missionCritical,insufficient,poor,,1990-01-01,2023-01-01,Migrate,@On Premise,
b07e73b2-e3c9-4c6b-a3c6-ec0430c4d45a,Unemployment Insurance Tax System,Labor and Industrial Relations (Dept) / Unemployment Insurance Division,,Department Budget Areas / Employment / Employment - Case Management,missionCritical,insufficient,poor,,1990-01-01,2023-01-01,Migrate,@On Premise,
5a5d39e4-fc39-4221-99f4-15ccabcb1f2f,Bond Allocation Tracking System,Budget & Finance (Dept) / Financial Administration Division,,Government Wide Support / Financial Management / Financing,businessCritical,insufficient,adequate,,2019-01-01,2023-01-01,Tolerate,@On Premise,
6832dbe3-e709-4e6f-a008-1bd6e3dbe520,RoboHelp 8.0,Attorney General (Dept) / Child Support Enforcement Agency,,Government Wide Support / Information Technology / Application Development & Maintenance,businessOperational,adequate,adequate,,,,Invest,@On Premise,
2a02113d-7c9e-4253-8629-3c8fb20b3590,Vital Statistics - ITOP,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Vital Events Management Services,missionCritical,adequate,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,
fbd0dc18-9029-4043-a470-b4ff9a5d9225,Central Warrant Writer,Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Comprehensive or Multi-Purpose FMS,,,,,2019-01-01,2023-01-01,missing data,@On Premise,
45210ca2-a08a-4e8a-8cb2-ffa43234691b,Interest Allocation,Budget & Finance (Dept) / Financial Administration Division,,Government Wide Support / Financial Management / Financing,businessCritical,insufficient,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,
d4cb21fc-f560-40c9-9e97-1e54d0aaefe6,BREG - Hawaii Business Express (HBE),Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2004-10-06,,Invest,Co-Located,
f2c66d9e-d270-4ddf-be2c-c0e46308f3bf,RICO/OCP/BREG-SEB Tax Intercept,Commerce & Consumer Affairs (Dept) / Office of Consumer Protection,,Government Wide Support / Tax,businessCritical,adequate,insufficient,,2003-01-01,,Migrate,@On Premise,
14a9f287-d1c5-43c7-85e7-cf044119b29d,SSD IT Modernization,Human Services (Dept) / Social Services Division,,Department Budget Areas / Social Services / Child Welfare - Case Management,missionCritical,excellent,excellent,,2023-01-01,,Invest,TBD - Future,Major Information Systems
171f85af-88ef-4013-810a-813fe0df0b01,Title XX Reporting System,Human Services (Dept) / Social Services Division,,Government Wide Support / Information Technology / Business Intelligence,businessOperational,adequate,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,
e91c2840-25a2-475c-a1fe-16ea85c0522d,BREG - Records Document Processing and Management System (RDPMS),Commerce & Consumer Affairs (Dept) / Business Registration Division,,Government Wide Support / Information Technology / Document Management,businessCritical,adequate,adequate,,2000-01-01,,Invest,@On Premise,
e5d346fa-ac70-45bf-b164-a5825b6dec13,BUF - BPPM - eBuddi,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,Co-Located,
e699f909-bb28-4af1-865d-7a50a0cec448,Hootsuite,Enterprise Technology Services / Technology Support Services Branch,,Customer/Citizen Relationships / Constituent Outreach,businessOperational,adequate,adequate,,2018-10-01,,Invest,SaaS,
57cca79c-07d2-4551-8f24-16a38c7999a4,Reporting,Human Services (Dept) / Med-QUEST Division,,Government Wide Support / Information Technology / Business Intelligence,businessCritical,adequate,insufficient,,2013-10-01,,Migrate,Co-Located,
7ec8064b-ba02-4c95-bffd-2820becbdef9,Animal Quarantine Information System (AQSIS),Agriculture (Dept) / Animal Quarantine and Importation Control,,Department Budget Areas / Environmental Protection,missionCritical,adequate,adequate,,,2025-11-02,Invest,@On Premise,
7f7faa69-ec56-47df-9c52-cad7e7e395b2,AlphaGen Accounting System,Defense (Dept) / Administrative Support Office,,Government Wide Support / Financial Management / Accounting,businessCritical,excellent,excellent,,2019-10-01,,Invest,Hosted,
cfa94d2e-17c8-4bef-981d-f3331630ebe3,Tenable Nessus Vulnerablility Scanner,Attorney General (Dept) / Child Support Enforcement Agency,,Government Wide Support / Information Technology / Security,businessCritical,adequate,adequate,,,,Invest,,
87bf0a7f-17fa-449d-99eb-b5fc3a1120e6,DAGS - SPO - HIePRO (eProcurement System),Accounting & General Services (Dept) / State Procurement Office,,Customer/Citizen Relationships / Self Service,missionCritical,adequate,excellent,,2013-04-09,,Invest,IaaS,
4aaa5207-769e-4ce0-9d64-e222f1b43219,WINWAM,Agriculture (Dept),,,businessCritical,adequate,adequate,,,2020-11-01,Invest,@On Premise,
983c805f-8086-437b-af32-4e2ccd6e98bd,Commission on Water Resource Management Hydrologic Analysis,Land & Natural Resources (Dept),,,businessOperational,excellent,excellent,,,,Invest,,
0dbf9737-a6cd-409f-a9f2-5ad972ce57fa,Social Security Admin Database,Social Security Administration,,,businessCritical,excellent,excellent,,,,Invest,SaaS,
195d0447-7532-4895-94ef-689cfc98aa70,Campaign Spending Commission NonCandidate Filing Public System,Accounting & General Services (Dept) / Campaign Spending Commission,,Government Wide Support / Policy Development,businessCritical,adequate,adequate,,,,Invest,,
4305561a-6a81-4507-ad3e-051d63223423,Department of Public Safety Website,Public Safety (Dept),,Department Budget Areas / Public Safety,businessOperational,adequate,adequate,,2013-01-01,,Invest,,
6bd2b3ac-c8b0-45bf-8046-0f6daf4d4dd8,AIR-OM Materials and Supplies Inventory System,Transportation (Dept) / Airports Division,,Government Wide Support / Property & Facilities,businessOperational,adequate,adequate,,2003-07-01,,Invest,@On Premise,
82cd837e-f2d6-4cf0-964a-832f0757f08d,AHCCCS MMIS,Human Services (Dept) / Med-QUEST Division,,Department Budget Areas / Social Services / HS - Claims Management,missionCritical,adequate,insufficient,,2019-01-01,2023-01-01,Migrate,SaaS,
033fc98a-8fa8-4335-994e-b6144d65cfae,Campaign Spending Commission Candidate Filing Public System,Accounting & General Services (Dept) / Campaign Spending Commission,,Government Wide Support / Policy Development,businessCritical,adequate,adequate,,,,Invest,,
22cf0b5b-ed7f-4d38-b28d-c7627d17986e,Campaign Spending Commission Corporate Public System,Accounting & General Services (Dept) / Campaign Spending Commission,,Government Wide Support / Policy Development,businessCritical,adequate,adequate,,,,Invest,,
4850e271-aa29-4a3d-a124-9322227f8e27,Disability Compensation Information System (DCIS),Labor and Industrial Relations (Dept) / Disability Compensation Division,eCMS,Department Budget Areas / Employment / Employment - Case Management,missionCritical,insufficient,poor,,1991-01-01,2023-01-01,Migrate,@On Premise,
48556e01-4d39-4239-a007-b31445abdaef,General Ledger System (KLD),Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Accounting,,,,,2019-01-01,2023-01-01,missing data,@On Premise,
ba8c9a40-70c9-4ec2-bbf5-8cdd7a8422af,eCrim - Limited Criminal History Search,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,excellent,,2005-09-01,,Invest,,
40086a15-3c71-479e-bd14-648f842aefcf,Time and Leave System (TLS),Enterprise Technology Services / Client Services Branch,HiMod Time and Leave Management,Government Wide Support / Human Resources,businessCritical,adequate,insufficient,,2012-01-01,2020-12-12,Migrate,@On Premise,
012fd911-12d9-4e20-b29e-84bed27f9d9c,tip.hawaii.gov (Internship),Enterprise Technology Services / Enterprise Services Branch,,Customer/Citizen Relationships / Self Service,administrativeService,adequate,excellent,,2014-02-18,,Invest,,
b0d09c51-2026-4b87-8981-e4266aea41c0,Bond Fund,Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Financing,,,,,,,missing data,,
3da1fdd3-f06b-48fa-b9ec-7f48d3c4dc2c,transparency.hawaii.gov,Enterprise Technology Services / Technology Support Services Branch,,Customer/Citizen Relationships / Self Service,businessOperational,adequate,excellent,,,,Invest,,
954601bf-5e91-4ece-b24e-040153bed904,BREG - Business Registration Information and Management System (BRIMS),Commerce & Consumer Affairs (Dept) / Business Registration Division,,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,insufficient,,2001-01-01,,Migrate,Co-Located,
321589f7-0a9c-45e4-abec-aa5871226159,Thomson Reuters CLEAR,Defense (Dept) / State Office of Homeland Security,,,businessOperational,adequate,adequate,,2019-11-01,,Invest,SaaS,
8eb88b48-3a68-4e19-b11c-87a845248248,BREG - My Business Alerts,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2014-12-15,,Invest,Co-Located,
f1bed296-511c-414c-ad9e-ed18f7f80729,DOE Personnel,Education (Dept),,Government Wide Support / Human Resources,businessOperational,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
6890eb32-aec6-4f08-8d3a-85bd680956bf,Applicant/Lessee,Hawaiian Home Lands (Dept) / Homestead Services Division,,Department Budget Areas / Social Services / DHHL - Application Intake,missionCritical,insufficient,insufficient,,,,Migrate,@On Premise,
5090c0a6-d044-4d52-9390-827b420c3296,CATV - Broadband - No Internet Service Mapping Tool,Commerce & Consumer Affairs (Dept) / Cable Television Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,poor,,2015-01-30,,Migrate,,
b5e9a551-abb7-4dc9-9920-6141dd8c5774,PVL - License Renewals,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2001-04-01,,Invest,Co-Located,
fd6be23e-f5a9-4663-8229-dac052e1c8c1,HAVEN,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",,,businessOperational,adequate,excellent,,2020-01-01,,Invest,@On Premise,
e7324b56-6130-442d-aca1-bf6e1083b86e,Hawaii Clean Energy Initiative Website,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",,,businessOperational,adequate,adequate,,2020-01-01,,Invest,Hosted,
4d070048-1cb5-40eb-acac-1630713b7296,Utility Star Gold Version 9.0,Hawaiian Home Lands (Dept) / Homestead Services Division,,Government Wide Support / Financial Management / Accounting,businessCritical,adequate,adequate,,2013-10-18,,Invest,@On Premise,
f0c2e092-2626-4d44-bd21-e99471693ce5,Hawaii Renewable Energy Projects Directory,"Business, Economic Dev & Tourism (Dept) / Hawaii State Energy Office",,Customer/Citizen Relationships / Self Service,businessOperational,adequate,adequate,,2020-01-01,,Invest,Hosted,
3badf0cd-a8f8-4c83-bc5f-12045016455b,Archives - Crucible,Accounting & General Services (Dept) / Archives Division,,,businessOperational,adequate,insufficient,,2020-01-01,,Migrate,PaaS,
f4131275-df06-45ed-884f-042be5b449f1,DAGS - SPO - Hawaii Compliance Express (HCE),Accounting & General Services (Dept) / State Procurement Office,,Customer/Citizen Relationships / Self Service,missionCritical,adequate,adequate,,2005-08-05,,Invest,Co-Located,
9c199ff8-4e07-4dd9-975a-ba46266c8954,Eligible Training Providers,Labor and Industrial Relations (Dept) / Workforce Development Division,,Department Budget Areas / Employment / Employment - Career Development,businessCritical,insufficient,poor,,2010-01-01,,Migrate,@On Premise,
c8b71e39-fed3-4af5-9f55-a9717e612482,Forestry Hawaii Mobile Hunting & Trails Recreation Application,Land & Natural Resources (Dept) / Forestry and Wildlife (DOFAW),,,businessOperational,excellent,excellent,,,,Invest,,
19acb99b-0348-4b56-9312-e72c144f4731,Archives - Bamboo,Accounting & General Services (Dept) / Archives Division,,,businessOperational,adequate,excellent,,2020-01-01,,Invest,Co-Located,
14b1c5a2-ec79-415a-bec9-5736991b0077,RICO/OCP - Impact,Commerce & Consumer Affairs (Dept) / Regulated Industries Complaints Office (RICO),,Department Budget Areas / Individual Rights / Business Practices Enforcement,businessCritical,adequate,excellent,,2019-12-01,,Invest,@On Premise,
dc977061-734c-4efa-85f3-bb79017aa30a,Intermapper,Defense (Dept) / Chief Information Officer,,,businessCritical,excellent,adequate,,2014-01-01,,Invest,Hosted,
239704a1-869c-46fe-9890-f5894bdb1740,DOTH - Geographic Information System (GIS),Transportation (Dept) / Harbors Division,,Department Budget Areas / Transportation,businessCritical,adequate,adequate,2016-12-09,,,Invest,,
a4d4ee27-a429-48e6-bdf8-ee4aac6b551f,Benefits Eligibility System (BES),Human Services (Dept) / Benefits Employment and Support Services Division,,Department Budget Areas / Social Services / HS - Case Management,missionCritical,adequate,excellent,2018-10-01,2022-01-01,,Invest,TBD - Future,Major Information Systems
15f7077d-e002-4648-90ea-5eb4f27ad97c,HWYAC Legacy Financial System,Transportation (Dept) / Highways Division,HWYAC Replacement Financial System,Government Wide Support / Financial Management / Comprehensive or Multi-Purpose FMS,missionCritical,insufficient,poor,,2019-01-01,2023-01-01,Migrate,@On Premise,Major Information Systems
7ec91e44-bdbd-406e-949e-518186a92245,Business Office System,Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Payment Processing,,,insufficient,,2019-01-01,2023-01-01,missing data,@On Premise,
045b064e-7f07-4c9e-bdd2-ebb53b546fc4,Workforce Management Information System (HireNet),Labor and Industrial Relations (Dept) / Unemployment Insurance Division,,Department Budget Areas / Employment / Employment - Career Development,businessCritical,adequate,adequate,,2006-07-01,2025-12-31,Invest,SaaS,Major Information Systems
34bfa586-86af-4def-bd12-b2bbb85a5eaf,Inmate Trust Account System,Public Safety (Dept) / Corrections Division,Corrections Collaboration System,Department Budget Areas / Public Safety,businessCritical,adequate,poor,,2000-01-01,,Migrate,@On Premise,
80922e59-0a61-47ca-91e4-f61da1db7c1c,Mortgage Loan,Hawaiian Home Lands (Dept) / Fiscal Office (FO),,Government Wide Support / Financial Management / Accounting,missionCritical,adequate,insufficient,,,,Migrate,@On Premise,
115c544d-37c2-438c-85f6-6688aa551009,BUF - BPPM - Budget Request System/eTitles,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,businessCritical,insufficient,adequate,,2007-01-01,2023-01-01,Tolerate,@On Premise,
dff92726-5f5f-4804-95d0-f71d28d3ed2c,DHHL - Talkdesk Contact Center,Hawaiian Home Lands (Dept) / Office of the Chairman (OCH),,Customer/Citizen Relationships / Call Center Support,businessCritical,excellent,excellent,,,,Invest,SaaS,
dc2aa664-6748-49f8-87ff-933d35c99098,BUF - FAD - Bank Return & Miscellaneous Items,Budget & Finance (Dept) / Financial Administration Division,,Government Wide Support / Financial Management / Accounting,businessCritical,insufficient,,,,,missing data,@On Premise,
3a0f7909-eb0b-4e5d-963a-4355cd4e7168,WOTC eApplication,Labor and Industrial Relations (Dept) / Workforce Development Division,,Department Budget Areas / Employment / Employment - Client Intake,businessOperational,insufficient,insufficient,,2017-06-28,,Migrate,@On Premise,
2f4570b8-dd99-41a3-a2ab-5d0946d5ed4d,Personnel Operations Employee Management System (POEMS),Public Safety (Dept) / Administration Division (PSD),,Department Budget Areas / Public Safety,administrativeService,poor,poor,,1990-01-01,2020-12-31,Eliminate,@On Premise,
0ba2843b-14f8-4ed3-8ba6-6bbff56eb120,ZIP + 4 Project (package),Enterprise Technology Services / Client Services Branch,,Government Wide Support / Information Technology / Tools & Utilities,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,@On Premise,
a9fdc9f1-71e8-4517-b5de-a4717e74ddf4,Payroll from VAX,Education (Dept),,Government Wide Support / Financial Management / Payment Processing,missionCritical,adequate,poor,,2019-01-01,2023-01-01,Migrate,@On Premise,
b0619ef3-23b7-46bd-8adb-5e0aff55cf68,PDQ,Defense (Dept) / Chief Information Officer,,,businessCritical,excellent,adequate,,2016-10-17,,Invest,Hosted,
fd774341-35f7-4c1a-834b-8dd25bf4df8f,BUF - BPPM - Budget Request System/eVar,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,businessCritical,insufficient,adequate,,2006-01-01,2023-01-01,Tolerate,@On Premise,
ec499969-9bea-4e00-ae76-3bd6e7ba8767,BUF - BPPM - Budget Request System/eAnalyt,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,businessCritical,insufficient,adequate,,2006-01-01,2023-01-01,Tolerate,@On Premise,
09efc0a1-6458-49f2-ac69-88cfdb1fbb63,BREG - Registration for Frequent Filers,Commerce & Consumer Affairs (Dept) / Business Registration Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,insufficient,,2020-05-14,,Migrate,Co-Located,
1c8f9835-6a5d-4597-84ad-cfe31a73edee,BUF - BPPM - Budget Request System/eXwalk,"Budget & Finance (Dept) / Budget, Program Planning and Management Division",,Government Wide Support / Financial Management / Budgeting,businessCritical,insufficient,adequate,,2009-01-01,2023-01-01,Tolerate,@On Premise,
24f75fef-3a32-4de2-a54d-5339c13335b9,FICS Commercial Loan Servicer,"Business, Economic Dev & Tourism (Dept) / Hawaii Green Infrastructure Authority",,Customer/Citizen Relationships,businessOperational,adequate,adequate,2020-03-11,2020-05-29,,Invest,,
a85d85c0-7cba-41c9-860d-6eb821610477,BUF - FAD -Bond and Coupon Redemption  System,Budget & Finance (Dept) / Financial Administration Division,,Government Wide Support / Financial Management / Financing,administrativeService,adequate,,,,,missing data,@On Premise,
